PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26544593","Reduced D2/D3 Receptor Binding of Extrastriatal and Striatal Regions in Temporal Lobe Epilepsy","Bernedo Paredes VE, Buchholz HG, Gartenschläger M, Breimhorst M, Schreckenberger M, Werhahn KJ.","PLoS One. 2015 Nov 6;10(11):e0141098. doi: 10.1371/journal.pone.0141098. eCollection 2015.","Bernedo Paredes VE","PLoS One","2015","2015/11/07","PMC4636381","","10.1371/journal.pone.0141098"
"25878020","Bony cochlear nerve canal stenosis and speech discrimination in pediatric unilateral hearing loss","Purcell PL, Iwata AJ, Phillips GS, Paladin AM, Sie KC, Horn DL.","Laryngoscope. 2015 Jul;125(7):1691-6. doi: 10.1002/lary.25087. Epub 2015 Apr 15.","Purcell PL","Laryngoscope","2015","2015/04/17","","","10.1002/lary.25087"
"27219346","Genome-wide gene-based analysis suggests an association between Neuroligin 1 (NLGN1) and post-traumatic stress disorder","Kilaru V, Iyer SV, Almli LM, Stevens JS, Lori A, Jovanovic T, Ely TD, Bradley B, Binder EB, Koen N, Stein DJ, Conneely KN, Wingo AP, Smith AK, Ressler KJ.","Transl Psychiatry. 2016 May 24;6(5):e820. doi: 10.1038/tp.2016.69.","Kilaru V","Transl Psychiatry","2016","2016/05/25","PMC5070067","","10.1038/tp.2016.69"
"31697046","A novel heterozygous loss-of-function DCC Netrin 1 receptor variant in prenatal agenesis of corpus callosum and review of the literature","Sagi-Dain L, Kurolap A, Ilivitzki A, Mory A, Paperna T; Regeneron Genetics Center, Kedar R, Gonzaga-Jauregui C, Peleg A, Baris Feldman H.","Am J Med Genet A. 2020 Jan;182(1):205-212. doi: 10.1002/ajmg.a.61404. Epub 2019 Nov 7.","Sagi-Dain L","Am J Med Genet A","2020","2019/11/08","","","10.1002/ajmg.a.61404"
"28343061","Automated diabetic macular edema (DME) grading system using DWT, DCT Features and maculopathy index","Acharya UR, Mookiah MRK, Koh JEW, Tan JH, Bhandary SV, Rao AK, Hagiwara Y, Chua CK, Laude A.","Comput Biol Med. 2017 May 1;84:59-68. doi: 10.1016/j.compbiomed.2017.03.016. Epub 2017 Mar 19.","Acharya UR","Comput Biol Med","2017","2017/03/27","","","10.1016/j.compbiomed.2017.03.016"
"32271036","Optimal sampling strategies for characterizing behavior and affect from ambulatory audio recordings","Micheletti M, de Barbaro K, Fellows MD, Hixon JG, Slatcher RB, Pennebaker JW.","J Fam Psychol. 2020 Dec;34(8):980-990. doi: 10.1037/fam0000654. Epub 2020 Apr 9.","Micheletti M","J Fam Psychol","2020","2020/04/10","PMC7544678","NIHMS1605521","10.1037/fam0000654"
"31640148","eHomeSeniors Dataset: An Infrared Thermal Sensor Dataset for Automatic Fall Detection Research","Riquelme F, Espinoza C, Rodenas T, Minonzio JG, Taramasco C.","Sensors (Basel). 2019 Oct 21;19(20):4565. doi: 10.3390/s19204565.","Riquelme F","Sensors (Basel)","2019","2019/10/24","PMC6832422","","10.3390/s19204565"
"32012957","An End-to-End Oil-Spill Monitoring Method for Multisensory Satellite Images Based on Deep Semantic Segmentation","Chen Y, Li Y, Wang J.","Sensors (Basel). 2020 Jan 28;20(3):725. doi: 10.3390/s20030725.","Chen Y","Sensors (Basel)","2020","2020/02/05","PMC7038449","","10.3390/s20030725"
"33997147","Detecting pathological features and predicting fracture risk from dual-energy X-ray absorptiometry images using deep learning","Nissinen T, Suoranta S, Saavalainen T, Sund R, Hurskainen O, Rikkonen T, Kröger H, Lähivaara T, Väänänen SP.","Bone Rep. 2021 Apr 24;14:101070. doi: 10.1016/j.bonr.2021.101070. eCollection 2021 Jun.","Nissinen T","Bone Rep","2021","2021/05/17","PMC8102403","","10.1016/j.bonr.2021.101070"
"34282630","Peripheral and central smell regions in COVID-19 positive patients: an MRI evaluation","Burulday V, Sayar MS, Bayar Muluk N.","Acta Radiol. 2021 Jul 20:2841851211034043. doi: 10.1177/02841851211034043. Online ahead of print.","Burulday V","Acta Radiol","2021","2021/07/20","","","10.1177/02841851211034043"
"21820874","Imputation techniques for the detection of microstructural changes in schizophrenia, with an application to magnetization transfer imaging","Bachmann S, Haffer S, Beschoner P, Viviani R.","Schizophr Res. 2011 Oct;132(1):91-6. doi: 10.1016/j.schres.2011.07.023. Epub 2011 Aug 5.","Bachmann S","Schizophr Res","2011","2011/08/09","","","10.1016/j.schres.2011.07.023"
"23062873","Heavy smokers show abnormal microstructural integrity in the anterior corpus callosum: a diffusion tensor imaging study with tract-based spatial statistics","Lin F, Wu G, Zhu L, Lei H.","Drug Alcohol Depend. 2013 Apr 1;129(1-2):82-7. doi: 10.1016/j.drugalcdep.2012.09.013. Epub 2012 Oct 11.","Lin F","Drug Alcohol Depend","2013","2012/10/16","","","10.1016/j.drugalcdep.2012.09.013"
"32286358","Resolving challenges in deep learning-based analyses of histopathological images using explanation methods","Hägele M, Seegerer P, Lapuschkin S, Bockmayr M, Samek W, Klauschen F, Müller KR, Binder A.","Sci Rep. 2020 Apr 14;10(1):6423. doi: 10.1038/s41598-020-62724-2.","Hägele M","Sci Rep","2020","2020/04/15","PMC7156509","","10.1038/s41598-020-62724-2"
"25009772","Single-subject-based whole-brain MEG slow-wave imaging approach for detecting abnormality in patients with mild traumatic brain injury","Huang MX, Nichols S, Baker DG, Robb A, Angeles A, Yurgil KA, Drake A, Levy M, Song T, McLay R, Theilmann RJ, Diwakar M, Risbrough VB, Ji Z, Huang CW, Chang DG, Harrington DL, Muzzatti L, Canive JM, Christopher Edgar J, Chen YH, Lee RR.","Neuroimage Clin. 2014 Jun 16;5:109-19. doi: 10.1016/j.nicl.2014.06.004. eCollection 2014.","Huang MX","Neuroimage Clin","2014","2014/07/11","PMC4087185","","10.1016/j.nicl.2014.06.004"
"22582355","Your brain on drugs: imaging of drug-related changes in the central nervous system","Tamrazi B, Almast J.","Radiographics. 2012 May-Jun;32(3):701-19. doi: 10.1148/rg.323115115.","Tamrazi B","Radiographics","2012","2012/05/15","","","10.1148/rg.323115115"
"32278895","Intra- and interhemispheric white matter tract associations with auditory spatial processing: Distinct normative and aging effects","Dias JW, McClaskey CM, Eckert MA, Jensen JH, Harris KC.","Neuroimage. 2020 Jul 15;215:116792. doi: 10.1016/j.neuroimage.2020.116792. Epub 2020 Apr 9.","Dias JW","Neuroimage","2020","2020/04/13","PMC7292771","NIHMS1583316","10.1016/j.neuroimage.2020.116792"
"29071592","Detection and Segmentation of Pectoral Muscle on MLO-View Mammogram Using Enhancement Filter","Vikhe PS, Thool VR.","J Med Syst. 2017 Oct 25;41(12):190. doi: 10.1007/s10916-017-0839-8.","Vikhe PS","J Med Syst","2017","2017/10/27","","","10.1007/s10916-017-0839-8"
"24239968","Detection of life-threatening arrhythmias using feature selection and support vector machines","Alonso-Atienza F, Morgado E, Fernández-Martínez L, García-Alberola A, Rojo-Álvarez JL.","IEEE Trans Biomed Eng. 2014 Mar;61(3):832-40. doi: 10.1109/TBME.2013.2290800. Epub 2013 Nov 13.","Alonso-Atienza F","IEEE Trans Biomed Eng","2014","2013/11/19","","","10.1109/TBME.2013.2290800"
"28200212","Head-to-head comparison of adaptive statistical and model-based iterative reconstruction algorithms for submillisievert coronary CT angiography","Benz DC, Fuchs TA, Gräni C, Studer Bruengger AA, Clerc OF, Mikulicic F, Messerli M, Stehli J, Possner M, Pazhenkottil AP, Gaemperli O, Kaufmann PA, Buechel RR.","Eur Heart J Cardiovasc Imaging. 2018 Feb 1;19(2):193-198. doi: 10.1093/ehjci/jex008.","Benz DC","Eur Heart J Cardiovasc Imaging","2018","2017/02/16","","","10.1093/ehjci/jex008"
"24808343","LGE-KSVD: robust sparse representation classification","Ptucha R, Savakis AE.","IEEE Trans Image Process. 2014 Apr;23(4):1737-50. doi: 10.1109/TIP.2014.2303648.","Ptucha R","IEEE Trans Image Process","2014","2014/05/09","","","10.1109/TIP.2014.2303648"
"21912095","Sonographic alteration of lenticular nucleus in focal task-specific dystonia of musicians","Walter U, Buttkus F, Benecke R, Grossmann A, Dressler D, Altenmüller E.","Neurodegener Dis. 2012;9(2):99-103. doi: 10.1159/000330712. Epub 2011 Sep 10.","Walter U","Neurodegener Dis","2012","2011/09/14","","","10.1159/000330712"
"24480176","Detection and classification of retinal lesions for grading of diabetic retinopathy","Usman Akram M, Khalid S, Tariq A, Khan SA, Azam F.","Comput Biol Med. 2014 Feb;45:161-71. doi: 10.1016/j.compbiomed.2013.11.014. Epub 2013 Dec 1.","Usman Akram M","Comput Biol Med","2014","2014/02/01","","","10.1016/j.compbiomed.2013.11.014"
"25325351","Differences in early and late mild cognitive impairment tractography using a diffusion tensor MRI","Lee SH, Seo J, Lee JM, Park H; ADNI.","Neuroreport. 2014 Dec 3;25(17):1393-8. doi: 10.1097/WNR.0000000000000279.","Lee SH","Neuroreport","2014","2014/10/18","","","10.1097/WNR.0000000000000279"
"24337494","Statistical analysis of spectral data: a methodology for designing an intelligent monitoring system for the diabetic foot","Liu C, van Netten JJ, Klein ME, van Baal JG, Bus SA, van der Heijden F.","J Biomed Opt. 2013 Dec;18(12):126004. doi: 10.1117/1.JBO.18.12.126004.","Liu C","J Biomed Opt","2013","2013/12/17","","","10.1117/1.JBO.18.12.126004"
"17594480","Exploiting nonlinear recurrence and fractal scaling properties for voice disorder detection","Little MA, McSharry PE, Roberts SJ, Costello DA, Moroz IM.","Biomed Eng Online. 2007 Jun 26;6:23. doi: 10.1186/1475-925X-6-23.","Little MA","Biomed Eng Online","2007","2007/06/28","PMC1913514","","10.1186/1475-925X-6-23"
"27124401","Unveiling the ""secret"" of play in dogs (Canis lupus familiaris): Asymmetry and signals","Cordoni G, Nicotra V, Palagi E.","J Comp Psychol. 2016 Aug;130(3):278-87. doi: 10.1037/com0000035. Epub 2016 Apr 28.","Cordoni G","J Comp Psychol","2016","2016/04/29","","","10.1037/com0000035"
"26733601","Increased functional connectivity common to symptomatic amyotrophic lateral sclerosis and those at genetic risk","Menke RA, Proudfoot M, Wuu J, Andersen PM, Talbot K, Benatar M, Turner MR.","J Neurol Neurosurg Psychiatry. 2016 Jun;87(6):580-8. doi: 10.1136/jnnp-2015-311945. Epub 2016 Jan 5.","Menke RA","J Neurol Neurosurg Psychiatry","2016","2016/01/07","PMC4893149","","10.1136/jnnp-2015-311945"
"31005005","Learn to segment single cells with deep distance estimator and deep cell detector","Wang W, Taft DA, Chen YJ, Zhang J, Wallace CT, Xu M, Watkins SC, Xing J.","Comput Biol Med. 2019 May;108:133-141. doi: 10.1016/j.compbiomed.2019.04.006. Epub 2019 Apr 8.","Wang W","Comput Biol Med","2019","2019/04/21","PMC6781873","NIHMS1527294","10.1016/j.compbiomed.2019.04.006"
"33814729","Enhancing COVID-19 tracking apps with human activity recognition using a deep convolutional neural network and HAR-images","D'Angelo G, Palmieri F.","Neural Comput Appl. 2021 Mar 30:1-17. doi: 10.1007/s00521-021-05913-y. Online ahead of print.","D'Angelo G","Neural Comput Appl","2021","2021/04/05","PMC8009079","","10.1007/s00521-021-05913-y"
"32403948","Diffusion Tensor Imaging Detects Acute and Subacute Changes in Corpus Callosum in Blast-Induced Traumatic Brain Injury","Venkatasubramanian PN, Keni P, Gastfield R, Li L, Aksenov D, Sherman SA, Bailes J 3rd, Sindelar B, Finan JD, Lee J, Bailes JE, Wyrwicz AM.","ASN Neuro. 2020 Jan-Dec;12:1759091420922929. doi: 10.1177/1759091420922929.","Venkatasubramanian PN","ASN Neuro","2020","2020/05/15","PMC7238783","","10.1177/1759091420922929"
"24486438","Inter-hemispheric functional connectivity changes with corpus callosum morphology in multiple sclerosis","Zito G, Luders E, Tomasevic L, Lupoi D, Toga AW, Thompson PM, Rossini PM, Filippi MM, Tecchio F.","Neuroscience. 2014 Apr 25;266:47-55. doi: 10.1016/j.neuroscience.2014.01.039. Epub 2014 Jan 29.","Zito G","Neuroscience","2014","2014/02/04","PMC4143150","NIHMS567620","10.1016/j.neuroscience.2014.01.039"
"28612935","Early adversity and brain response to faces in young adulthood","Lieslehto J, Kiviniemi V, Mäki P, Koivukangas J, Nordström T, Miettunen J, Barnett JH, Jones PB, Murray GK, Moilanen I; IMAGEN, Paus T, Veijola J.","Hum Brain Mapp. 2017 Sep;38(9):4470-4478. doi: 10.1002/hbm.23674. Epub 2017 Jun 14.","Lieslehto J","Hum Brain Mapp","2017","2017/06/15","PMC6866906","","10.1002/hbm.23674"
"10817040","Distribution of cranial MRI abnormalities in patients with symptomatic and subclinical CADASIL","Coulthard A, Blank SC, Bushby K, Kalaria RN, Burn DJ.","Br J Radiol. 2000 Mar;73(867):256-65. doi: 10.1259/bjr.73.867.10817040.","Coulthard A","Br J Radiol","2000","2000/05/19","","","10.1259/bjr.73.867.10817040"
"6466055","[Computed tomography in the diagnosis of ovarian, cervix and uterine cancer]","Spasokukotskaya ON, Merkle K, Babaeva DB, Molchanov GV.","Arch Geschwulstforsch. 1984;54(3):225-30.","Spasokukotskaya ON","Arch Geschwulstforsch","1984","1984/01/01","","",""
"30457988","Deep learning for chest radiograph diagnosis: A retrospective comparison of the CheXNeXt algorithm to practicing radiologists","Rajpurkar P, Irvin J, Ball RL, Zhu K, Yang B, Mehta H, Duan T, Ding D, Bagul A, Langlotz CP, Patel BN, Yeom KW, Shpanskaya K, Blankenberg FG, Seekins J, Amrhein TJ, Mong DA, Halabi SS, Zucker EJ, Ng AY, Lungren MP.","PLoS Med. 2018 Nov 20;15(11):e1002686. doi: 10.1371/journal.pmed.1002686. eCollection 2018 Nov.","Rajpurkar P","PLoS Med","2018","2018/11/21","PMC6245676","","10.1371/journal.pmed.1002686"
"33190461","Analysis of Smartphone Recordings in Time, Frequency, and Cepstral Domains to Classify Parkinson's Disease","Tougui I, Jilbab A, Mhamdi JE.","Healthc Inform Res. 2020 Oct;26(4):274-283. doi: 10.4258/hir.2020.26.4.274. Epub 2020 Oct 31.","Tougui I","Healthc Inform Res","2020","2020/11/16","PMC7674819","","10.4258/hir.2020.26.4.274"
"26216698","Variability in clinical assessment of neuroimaging in temporal lobe epilepsy","Struck AF, Westover MB.","Seizure. 2015 Aug;30:132-5. doi: 10.1016/j.seizure.2015.06.011. Epub 2015 Jul 2.","Struck AF","Seizure","2015","2015/07/29","PMC4887849","NIHMS786148","10.1016/j.seizure.2015.06.011"
"26830378","Computer-aided diagnosis of psoriasis skin images with HOS, texture and color features: A first comparative study of its kind","Shrivastava VK, Londhe ND, Sonawane RS, Suri JS.","Comput Methods Programs Biomed. 2016 Apr;126:98-109. doi: 10.1016/j.cmpb.2015.11.013. Epub 2016 Jan 20.","Shrivastava VK","Comput Methods Programs Biomed","2016","2016/02/03","","","10.1016/j.cmpb.2015.11.013"
"33487885","Efficient deep learning approach for augmented detection of Coronavirus disease","Sedik A, Hammad M, Abd El-Samie FE, Gupta BB, Abd El-Latif AA.","Neural Comput Appl. 2021 Jan 19:1-18. doi: 10.1007/s00521-020-05410-8. Online ahead of print.","Sedik A","Neural Comput Appl","2021","2021/01/25","PMC7814271","","10.1007/s00521-020-05410-8"
"33814670","Investigation of the efficacy of a data-driven CT artifact correction scheme for sparse and truncated projection data for intracranial hemorrhage diagnosis","Podgorsak AR, Shiraz Bhurwani MM, Ionita CN.","Proc SPIE Int Soc Opt Eng. 2021 Feb;11595:1159542. doi: 10.1117/12.2580899. Epub 2021 Feb 15.","Podgorsak AR","Proc SPIE Int Soc Opt Eng","2021","2021/04/05","PMC8018695","NIHMS1671820","10.1117/12.2580899"
"29095877","Volumetric brain tumour detection from MRI using visual saliency","Mitra S, Banerjee S, Hayashi Y.","PLoS One. 2017 Nov 2;12(11):e0187209. doi: 10.1371/journal.pone.0187209. eCollection 2017.","Mitra S","PLoS One","2017","2017/11/03","PMC5667735","","10.1371/journal.pone.0187209"
"31034899","Dose reduction in perfusion CT in stroke patients by lowering scan frequency does not affect automatically calculated infarct core volumes","Karwacki GM, Vögele S, Blackham KA.","J Neuroradiol. 2019 Nov;46(6):351-358. doi: 10.1016/j.neurad.2019.04.004. Epub 2019 Apr 26.","Karwacki GM","J Neuroradiol","2019","2019/04/30","","","10.1016/j.neurad.2019.04.004"
"28597112","Serial magnetic resonance study in super refractory status epilepticus: progressive involvement of striatum and pallidus is a possible predictive marker of negative outcome","Ferrari A, Renzetti P, Serrati C, Fancellu R.","Neurol Sci. 2017 Aug;38(8):1513-1516. doi: 10.1007/s10072-017-3007-5. Epub 2017 Jun 8.","Ferrari A","Neurol Sci","2017","2017/06/10","","","10.1007/s10072-017-3007-5"
"26800539","Face Alignment via Regressing Local Binary Features","Ren S, Cao X, Wei Y, Sun J.","IEEE Trans Image Process. 2016 Mar;25(3):1233-45. doi: 10.1109/TIP.2016.2518867.","Ren S","IEEE Trans Image Process","2016","2016/01/23","","","10.1109/TIP.2016.2518867"
"7754863","Callosotomy for intractable epilepsy from bihemispheric cortical dysplasias","Pallini R, Aglioti S, Tassinari G, Berlucchi G, Colosimo C, Rossi GF.","Acta Neurochir (Wien). 1995;132(1-3):79-86. doi: 10.1007/BF01404852.","Pallini R","Acta Neurochir (Wien)","1995","1995/01/01","","","10.1007/BF01404852"
"27498411","Fusion of sparse representation and dictionary matching for identification of humans in uncontrolled environment","Fernandes SL, Bala GJ.","Comput Biol Med. 2016 Sep 1;76:215-37. doi: 10.1016/j.compbiomed.2016.07.007. Epub 2016 Jul 20.","Fernandes SL","Comput Biol Med","2016","2016/08/08","","","10.1016/j.compbiomed.2016.07.007"
"33640719","Global guidance network for breast lesion segmentation in ultrasound images","Xue C, Zhu L, Fu H, Hu X, Li X, Zhang H, Heng PA.","Med Image Anal. 2021 May;70:101989. doi: 10.1016/j.media.2021.101989. Epub 2021 Feb 4.","Xue C","Med Image Anal","2021","2021/02/28","","","10.1016/j.media.2021.101989"
"22194382","Quantitative fiber tracking in the corpus callosum and internal capsule reveals microstructural abnormalities in preterm infants at term-equivalent age","van Pul C, van Kooij BJ, de Vries LS, Benders MJ, Vilanova A, Groenendaal F.","AJNR Am J Neuroradiol. 2012 Apr;33(4):678-84. doi: 10.3174/ajnr.A2859. Epub 2011 Dec 22.","van Pul C","AJNR Am J Neuroradiol","2012","2011/12/24","PMC8050470","","10.3174/ajnr.A2859"
"24211982","Measuring temporal dynamics of resting-state fMRI data","He L, Hu D, Wan M, Wen Y.","Biomed Mater Eng. 2014;24(1):939-45. doi: 10.3233/BME-130888.","He L","Biomed Mater Eng","2014","2013/11/12","","","10.3233/BME-130888"
"1835787","Neuropsychological, neurological, and MRI correlates of dementia in advanced Huntington's disease: a single case study","Brooker AE, Dougherty DS, Love KF, Kelly WM.","Percept Mot Skills. 1991 Jun;72(3 Pt 2):1363-74. doi: 10.2466/pms.1991.72.3c.1363.","Brooker AE","Percept Mot Skills","1991","1991/06/01","","","10.2466/pms.1991.72.3c.1363"
"18504741","Fully automatic segmentation of the brain from T1-weighted MRI using Bridge Burner algorithm","Mikheev A, Nevsky G, Govindan S, Grossman R, Rusinek H.","J Magn Reson Imaging. 2008 Jun;27(6):1235-41. doi: 10.1002/jmri.21372.","Mikheev A","J Magn Reson Imaging","2008","2008/05/28","PMC3840426","NIHMS114439","10.1002/jmri.21372"
"19916082","Altered callosal function in cerebral microangiopathy","Wittstock M, Grossmann A, Kunesch E, Walter U, Benecke R, Wolters A.","J Neurol. 2010 Apr;257(4):590-7. doi: 10.1007/s00415-009-5379-9. Epub 2009 Nov 16.","Wittstock M","J Neurol","2010","2009/11/17","","","10.1007/s00415-009-5379-9"
"26831581","Evaluating color texture descriptors under large variations of controlled lighting conditions","Cusano C, Napoletano P, Schettini R.","J Opt Soc Am A Opt Image Sci Vis. 2016 Jan 1;33(1):17-30. doi: 10.1364/JOSAA.33.000017.","Cusano C","J Opt Soc Am A Opt Image Sci Vis","2016","2016/02/03","","","10.1364/JOSAA.33.000017"
"26622979","Emotional stress recognition using a new fusion link between electroencephalogram and peripheral signals","Hosseini SA, Khalilzadeh MA, Naghibi-Sistani MB, Homam SM.","Iran J Neurol. 2015 Jul 6;14(3):142-51.","Hosseini SA","Iran J Neurol","2015","2015/12/02","PMC4662687","",""
"16839779","Shape differences of the brain ventricles in Alzheimer's disease","Ferrarini L, Palm WM, Olofsen H, van Buchem MA, Reiber JH, Admiraal-Behloul F.","Neuroimage. 2006 Sep;32(3):1060-9. doi: 10.1016/j.neuroimage.2006.05.048. Epub 2006 Jul 12.","Ferrarini L","Neuroimage","2006","2006/07/15","","","10.1016/j.neuroimage.2006.05.048"
"12622515","The potential role of Fourier transform infrared spectroscopy and imaging in cancer diagnosis incorporating complex mathematical methods","Schultz CP.","Technol Cancer Res Treat. 2002 Apr;1(2):95-104. doi: 10.1177/153303460200100201.","Schultz CP","Technol Cancer Res Treat","2002","2003/03/08","","","10.1177/153303460200100201"
"17097531","Comparative evaluation of local and international reference databases for forearm densitometry: different impacts on diagnostic decisions","Mészáros S, Berko P, Genti G, Hosszú E, Keszthelyi B, Krasznai I, Teremi F, Vargha P, Horváth C.","J Clin Densitom. 2006 Oct-Dec;9(4):445-53. doi: 10.1016/j.jocd.2006.06.004. Epub 2006 Aug 28.","Mészáros S","J Clin Densitom","2006","2006/11/14","","","10.1016/j.jocd.2006.06.004"
"22760960","Analysis of foveal avascular zone for grading of diabetic retinopathy severity based on curvelet transform","Alipour SH, Rabbani H, Akhlaghi M, Dehnavi AM, Javanmard SH.","Graefes Arch Clin Exp Ophthalmol. 2012 Nov;250(11):1607-14. doi: 10.1007/s00417-012-2093-6. Epub 2012 Jul 4.","Alipour SH","Graefes Arch Clin Exp Ophthalmol","2012","2012/07/05","","","10.1007/s00417-012-2093-6"
"29060843","Automatic diagnosis of melanoma using linear and nonlinear features from digital image","Munia TTK, Alam MN, Neubert J, Fazel-Rezai R.","Annu Int Conf IEEE Eng Med Biol Soc. 2017 Jul;2017:4281-4284. doi: 10.1109/EMBC.2017.8037802.","Munia TTK","Annu Int Conf IEEE Eng Med Biol Soc","2017","2017/10/25","","","10.1109/EMBC.2017.8037802"
"33197200","Chronic white matter changes detected using diffusion tensor imaging following adult traumatic brain injury and their relationship to cognition","Wallace EJ, Mathias JL, Ward L, Pannek K, Fripp J, Rose S.","Neuropsychology. 2020 Nov;34(8):881-893. doi: 10.1037/neu0000690.","Wallace EJ","Neuropsychology","2020","2020/11/16","","","10.1037/neu0000690"
"27226977","Invasive ductal breast carcinoma detector that is robust to image magnification in whole digital slides","Balazsi M, Blanco P, Zoroquiain P, Levine MD, Burnier MN Jr.","J Med Imaging (Bellingham). 2016 Apr;3(2):027501. doi: 10.1117/1.JMI.3.2.027501. Epub 2016 May 18.","Balazsi M","J Med Imaging (Bellingham)","2016","2016/05/27","PMC4870400","","10.1117/1.JMI.3.2.027501"
"24123553","Functional neuroimaging of motor control in Parkinson's disease: a meta-analysis","Herz DM, Eickhoff SB, Løkkegaard A, Siebner HR.","Hum Brain Mapp. 2014 Jul;35(7):3227-37. doi: 10.1002/hbm.22397. Epub 2013 Oct 5.","Herz DM","Hum Brain Mapp","2014","2013/10/15","PMC6869014","","10.1002/hbm.22397"
"12509168","Variables affecting naming latency for Japanese Kanji: a re-analysis of Yamazaki, et al. (1997)","Shibahara N, Kondo T.","Percept Mot Skills. 2002 Dec;95(3 Pt 1):741-5. doi: 10.2466/pms.2002.95.3.741.","Shibahara N","Percept Mot Skills","2002","2003/01/02","","","10.2466/pms.2002.95.3.741"
"11891829","X-linked lissencephaly with absent corpus callosum and ambiguous genitalia (XLAG): clinical, magnetic resonance imaging, and neuropathological findings","Bonneau D, Toutain A, Laquerrière A, Marret S, Saugier-Veber P, Barthez MA, Radi S, Biran-Mucignat V, Rodriguez D, Gélot A.","Ann Neurol. 2002 Mar;51(3):340-9. doi: 10.1002/ana.10119.","Bonneau D","Ann Neurol","2002","2002/03/14","","","10.1002/ana.10119"
"32702902","Fully automatic classification of breast MRI background parenchymal enhancement using a transfer learning approach","Borkowski K, Rossi C, Ciritsis A, Marcon M, Hejduk P, Stieb S, Boss A, Berger N.","Medicine (Baltimore). 2020 Jul 17;99(29):e21243. doi: 10.1097/MD.0000000000021243.","Borkowski K","Medicine (Baltimore)","2020","2020/07/25","PMC7373599","","10.1097/MD.0000000000021243"
"34152784","Effects of culturally targeted message framing on colorectal cancer screening among African Americans","Lucas T, Thompson HS, Blessman J, Dawadi A, Drolet CE, Hirko KA, Penner LA.","Health Psychol. 2021 May;40(5):305-315. doi: 10.1037/hea0001073.","Lucas T","Health Psychol","2021","2021/06/21","PMC8330134","NIHMS1727621","10.1037/hea0001073"
"10448053","Serial 1H-NMR spectroscopy study of metabolic impairment in primates chronically treated with the succinate dehydrogenase inhibitor 3-nitropropionic acid","Dautry C, Condé F, Brouillet E, Mittoux V, Beal MF, Bloch G, Hantraye P.","Neurobiol Dis. 1999 Aug;6(4):259-68. doi: 10.1006/nbdi.1999.0244.","Dautry C","Neurobiol Dis","1999","1999/08/17","","","10.1006/nbdi.1999.0244"
"30562959","Fast Detection of Sclerotinia Sclerotiorum on Oilseed Rape Leaves Using Low-Altitude Remote Sensing Technology","Cao F, Liu F, Guo H, Kong W, Zhang C, He Y.","Sensors (Basel). 2018 Dec 17;18(12):4464. doi: 10.3390/s18124464.","Cao F","Sensors (Basel)","2018","2018/12/20","PMC6308689","","10.3390/s18124464"
"28802162","Efficient dynamic graph construction for inductive semi-supervised learning","Dornaika F, Dahbi R, Bosaghzadeh A, Ruichek Y.","Neural Netw. 2017 Oct;94:192-203. doi: 10.1016/j.neunet.2017.07.006. Epub 2017 Jul 24.","Dornaika F","Neural Netw","2017","2017/08/13","","","10.1016/j.neunet.2017.07.006"
"30807773","The Accuracy of Prostate Magnetic Resonance Imaging Interpretation: Impact of the Individual Radiologist and Clinical Factors","Pickersgill NA, Vetter JM, Raval NS, Andriole GL, Shetty AS, Ippolito JE, Kim EH.","Urology. 2019 May;127:68-73. doi: 10.1016/j.urology.2019.01.035. Epub 2019 Feb 23.","Pickersgill NA","Urology","2019","2019/02/27","","","10.1016/j.urology.2019.01.035"
"16775271","Diffusion tensor imaging in amyotrophic lateral sclerosis: volumetric analysis of the corticospinal tract","Wang S, Poptani H, Bilello M, Wu X, Woo JH, Elman LB, McCluskey LF, Krejza J, Melhem ER.","AJNR Am J Neuroradiol. 2006 Jun-Jul;27(6):1234-8.","Wang S","AJNR Am J Neuroradiol","2006","2006/06/16","PMC8133954","",""
"25896799","Epistatic interaction of BDNF and COMT on the frontostriatal system","Wang C, Liu B, Long H, Fan L, Li J, Zhang X, Qiu C, Yu C, Jiang T.","Neuroscience. 2015 Jul 9;298:380-8. doi: 10.1016/j.neuroscience.2015.04.014. Epub 2015 Apr 18.","Wang C","Neuroscience","2015","2015/04/22","","","10.1016/j.neuroscience.2015.04.014"
"33250589","CoroDet: A deep learning based classification for COVID-19 detection using chest X-ray images","Hussain E, Hasan M, Rahman MA, Lee I, Tamanna T, Parvez MZ.","Chaos Solitons Fractals. 2021 Jan;142:110495. doi: 10.1016/j.chaos.2020.110495. Epub 2020 Nov 23.","Hussain E","Chaos Solitons Fractals","2021","2020/11/30","PMC7682527","","10.1016/j.chaos.2020.110495"
"8699785","Factors affecting performance of PACS","Masai E, Ichihashi M.","Kobe J Med Sci. 1996 Apr;42(2):143-50.","Masai E","Kobe J Med Sci","1996","1996/04/01","","",""
"30114549","Deep convolutional neural network-based segmentation and classification of difficult to define metastatic spinal lesions in 3D CT data","Chmelik J, Jakubicek R, Walek P, Jan J, Ourednicek P, Lambert L, Amadori E, Gavelli G.","Med Image Anal. 2018 Oct;49:76-88. doi: 10.1016/j.media.2018.07.008. Epub 2018 Aug 3.","Chmelik J","Med Image Anal","2018","2018/08/17","","","10.1016/j.media.2018.07.008"
